Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Signal_Strength_dBm,Technician_Assigned,Department,Created_Date,Resolved_Date,Resolution_Time_Hrs,Status,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Technician_Expertise_Level,Remote_Resolution_Attempted,On_Site_Visit_Required,Cost_Of_Resolution,Parts_Replaced
2136,11378,4K Joey,Signal Loss,Low,-44.0,Heather Clark,Billing,2026-01-31 12:36:38.476169,2024-04-26 12:36:38.476169,59,Clsd,3.2,False,True,Junior,True,True,224.71,True
2137,2376,Hopper 2,Billing,Low,-33.0,Melissa Thompson,Installation,2024-04-26 12:36:38.476169,2025-07-21 12:36:38.476169,56,In Progress,3.0,True,True,Expert,True,True,9.92,False
2138,1080,Hopper 3,Activation,High,-36.0,Joshua Harrison,Billing,2025-12-22 12:36:38.476169,2025-02-13 12:36:38.476169,68,Closed,2.6,False,True,Expert,False,False,211.48,False
2139,5569,Hopper 3,Signal Loss,High,-67.0,Mitchell Lee,Installation,2026-01-08 12:36:38.476169,2024-09-27 12:36:38.476169,49,Closed,3.2,True,True,Expert,False,True,434.53,True
2140,8940,Joey,Remote Pairing,High,-42.0,Shawn Webb,Network Operations,2025-04-24 12:36:38.476169,2025-12-06 12:36:38.476169,10,In Progress,4.3,True,True,Expert,True,False,244.23,True
2141,12390,Super Joey,Remote Pairing,Low,-78.0,Richard Yang,Equipment Support,2024-04-11 12:36:38.476169,2025-09-18 12:36:38.476169,36,In Progress,1.6,False,False,Expert,False,False,159.74,False
2142,1335,Hopper 2,Remote Pairing,Medium,-80.0,Robert Marsh,Installation,2025-02-26 12:36:38.476169,2025-03-16 12:36:38.476169,54,Clsd,3.2,True,False,Senior,True,True,249.52,False
2143,8606,Joey,Activation,Critical,-80.0,Emily Johnson,Technical Support,2026-02-21 12:36:38.476169,2024-07-09 12:36:38.476169,23,Closed,2.9,False,True,Junior,False,False,40.73,False
2144,1779,Outdoor Dish,Upgrade,Critical,-53.0,Nancy Owens,Equipment Support,2026-01-22 12:36:38.476169,2024-03-22 12:36:38.476169,25,On Hold,2.3,False,False,Expert,False,True,131.85,False
2145,10923,4K Joey,Remote Pairing,Critical,-95.0,Melissa White,Sales,2025-01-18 12:36:38.476169,2025-09-17 12:36:38.476169,28,Open,4.3,True,False,Expert,True,False,74.05,False
2146,5147,Hopper 3,Activation,Medium,-54.0,Jack Rojas,Sales,2025-12-21 12:36:38.476169,2024-12-06 12:36:38.476169,43,In Progress,1.2,True,False,Senior,False,False,316.31,True
2147,9797,4K Joey,Billing,Low,-62.0,Laura Lyons,Network Operations,2024-09-11 12:36:38.476169,2025-11-01 12:36:38.476169,62,Open,2.1,False,True,Senior,True,False,189.01,False
2148,1234,Joey,Signal Loss,Low,-35.0,Daniel Rodriguez,Installation,2025-12-24 12:36:38.476169,2024-11-10 12:36:38.476169,41,In Progress,3.1,True,True,Senior,False,True,149.39,True
2149,10790,Wally,Upgrade,Low,-38.0,John Davis,Billing,2025-02-10 12:36:38.476169,2025-01-24 12:36:38.476169,4,Open,3.6,True,True,Senior,True,False,35.58,True
2150,3588,4K Joey,Billing,Critical,-56.0,Sabrina Myers Phd,Installation,2024-06-01 12:36:38.476169,2024-08-04 12:36:38.476169,20,Clsd,3.3,True,False,Expert,False,False,458.13,True
2151,2725,Outdoor Dish,Cancellation,Low,-81.0,Stephanie Thompson,Network Operations,2024-09-17 12:36:38.476169,2024-04-14 12:36:38.476169,25,Open,1.4,True,True,Junior,False,False,109.13,True
2152,7195,Joey,Activation,Medium,-73.0,Dorothy Sullivan,Equipment Support,2025-08-11 12:36:38.476169,2025-01-04 12:36:38.476169,14,On Hold,1.1,False,True,Senior,True,True,74.91,False
2153,5853,4K Joey,Remote Pairing,Critical,-82.0,Ray Shaw,Technical Support,2024-10-25 12:36:38.476169,2025-12-20 12:36:38.476169,63,In Progress,4.0,False,False,Junior,False,True,118.78,True
2154,1869,Wally,Cancellation,Critical,-91.0,Phillip Ray,Billing,2025-12-16 12:36:38.476169,2024-06-15 12:36:38.476169,70,Open,1.9,False,True,Expert,True,True,199.88,False
2155,6015,Hopper 3,Cancellation,Low,-35.0,Thomas Arnold,Installation,2024-05-02 12:36:38.476169,2025-02-24 12:36:38.476169,2,In Progress,1.4,True,False,Junior,True,True,270.32,False
2156,6683,Wally,Hardware Failure,Medium,-100.0,Jeffrey Moore,Network Operations,2026-01-16 12:36:38.476169,2025-03-29 12:36:38.476169,9,Closed,1.5,True,True,Senior,False,False,466.3,True
2157,7282,Joey,Billing,Critical,-75.0,David Chaney,Network Operations,2025-07-26 12:36:38.476169,2024-06-13 12:36:38.476169,19,Closed,2.8,True,True,Expert,False,False,66.73,False
2158,4246,Outdoor Dish,Installation,Critical,-63.0,Kathleen Hart,Network Operations,2025-09-23 12:36:38.476169,2024-09-15 12:36:38.476169,20,Resolved,4.7,True,True,Senior,True,False,358.37,False
2159,2984,Outdoor Dish,Upgrade,Medium,-74.0,Jerome Brown,Installation,2025-02-11 12:36:38.476169,2024-06-05 12:36:38.476169,27,Closed,4.7,False,True,Junior,False,False,490.6,True
2160,6886,4K Joey,Cancellation,Low,-50.0,Eric Chen,Sales,2025-10-03 12:36:38.476169,2025-01-29 12:36:38.476169,14,Closed,3.4,True,False,Senior,False,False,92.54,True
2161,8632,Joey,Activation,Low,-100.0,Miguel Stephens,Network Operations,2024-09-02 12:36:38.476169,2025-07-07 12:36:38.476169,57,Clsd,2.1,True,True,Senior,False,False,126.93,False
2162,1681,Joey,Remote Pairing,Low,-69.0,Kelsey Hunter,Equipment Support,2024-04-26 12:36:38.476169,2024-03-13 12:36:38.476169,32,Open,3.7,True,False,Expert,False,True,303.18,True
2163,4529,4K Joey,Installation,High,-81.0,David Jones,Billing,2025-08-08 12:36:38.476169,2026-03-03 12:36:38.476169,30,Closed,3.6,False,True,Junior,False,True,296.42,True
2164,5645,Super Joey,Remote Pairing,Medium,-93.0,Dr. Kenneth Carrillo,Equipment Support,2026-02-08 12:36:38.476169,2025-10-13 12:36:38.476169,67,Resolved,4.6,True,False,Senior,False,True,284.24,False
2165,3973,Super Joey,Upgrade,Low,-89.0,Sharon Moore,Installation,2025-09-20 12:36:38.476169,2024-09-08 12:36:38.476169,20,Closed,4.4,False,True,Senior,True,False,318.92,False
2166,6429,Super Joey,Upgrade,High,-89.0,Michael Pruitt,Equipment Support,2024-11-01 12:36:38.476169,2025-10-15 12:36:38.476169,35,Closed,3.4,False,True,Senior,True,False,278.15,True
2167,11852,Wally,Billing,Critical,-64.93720823798627,Julie Dyer,Billing,2026-01-11 12:36:38.476169,2025-11-25 12:36:38.476169,44,On Hold,4.2,False,True,Expert,True,True,202.24,True
2168,4806,Wally,Billing,Medium,-34.0,Michaela Ford,Installation,2024-05-30 12:36:38.476169,2026-02-23 12:36:38.476169,67,Clsd,3.0,False,True,Junior,True,True,459.99,False
2169,7689,Outdoor Dish,Signal Loss,High,-40.0,Michael Smith,Equipment Support,2025-11-25 12:36:38.476169,2024-10-15 12:36:38.476169,34,Resolved,2.4,True,True,Senior,False,True,172.94,True
2170,11388,Outdoor Dish,Upgrade,Critical,-82.0,Mary Jordan,Installation,2024-09-05 12:36:38.476169,2025-04-13 12:36:38.476169,51,Open,1.8,False,True,Senior,False,True,236.89,False
2171,10767,Super Joey,Installation,High,-61.0,Charles Oconnell,Technical Support,2024-08-03 12:36:38.476169,2024-08-23 12:36:38.476169,38,On Hold,4.8,True,False,Expert,True,True,410.31,False
2172,1587,Wally,Cancellation,Critical,-42.0,Amanda Mills,Technical Support,2025-04-01 12:36:38.476169,2024-06-06 12:36:38.476169,46,Closed,1.9,False,True,Senior,True,True,117.41,True
2173,4342,Wally,Activation,Low,-49.0,Cynthia Thomas,Network Operations,2024-07-15 12:36:38.476169,2025-07-12 12:36:38.476169,14,Closed,4.5,False,True,Expert,False,True,335.96,False
2174,10959,Joey,Billing,Low,-64.93720823798627,Diane Flowers,Equipment Support,2024-08-07 12:36:38.476169,2024-08-24 12:36:38.476169,54,Open,1.2,False,False,Junior,True,True,198.59,False
2175,7155,Hopper 3,Installation,Low,-39.0,Frank Smith,Sales,2024-08-27 12:36:38.476169,2025-01-05 12:36:38.476169,61,Closed,4.6,False,True,Senior,False,False,96.38,False
2176,8910,Super Joey,Activation,Medium,-52.0,Sarah Mccormick,Billing,2026-02-16 12:36:38.476169,2024-09-20 12:36:38.476169,58,Resolved,1.6,True,True,Senior,True,True,35.92,False
2177,3070,Hopper 3,Installation,Low,-52.0,Kenneth Mann,Equipment Support,2024-05-14 12:36:38.476169,2025-09-03 12:36:38.476169,30,Closed,3.4,False,False,Junior,True,True,477.31,True
2178,6665,Super Joey,Signal Loss,High,-79.0,Keith Williams,Equipment Support,2024-10-07 12:36:38.476169,2025-07-08 12:36:38.476169,13,Resolved,1.1,True,True,Expert,False,True,67.32,True
2179,2291,Wally,Installation,Low,-36.0,Christopher Johnson,Equipment Support,2025-05-03 12:36:38.476169,2025-09-23 12:36:38.476169,2,Resolved,1.6,False,True,Junior,False,False,448.85,False
2180,2401,Hopper 3,Installation,Low,-53.0,Dennis Leonard,Installation,2025-08-19 12:36:38.476169,2024-12-05 12:36:38.476169,45,Closed,3.0,False,False,Junior,False,True,488.1,True
2181,12850,Hopper 3,Remote Pairing,Low,-51.0,John Rogers Jr.,Installation,2025-08-29 12:36:38.476169,2025-12-31 12:36:38.476169,36,Closed,1.0,True,False,Senior,True,True,13.13,False
2182,2350,Wally,Cancellation,Low,-44.0,Nancy Lee,Network Operations,2024-06-12 12:36:38.476169,2025-04-06 12:36:38.476169,5,Closed,1.0,False,True,Expert,False,False,420.03,True
2183,1705,Super Joey,Hardware Failure,Medium,-72.0,Herbert Moore,Sales,2025-02-08 12:36:38.476169,2024-06-12 12:36:38.476169,58,In Progress,2.3,True,True,Senior,False,True,73.44,False
2184,1072,4K Joey,Billing,Low,-74.0,Jessica Ellis,Billing,2026-01-10 12:36:38.476169,2025-02-18 12:36:38.476169,55,Resolved,4.0,True,False,Senior,False,True,371.23,False
2185,3254,4K Joey,Upgrade,Critical,-55.0,Jay Hurley,Technical Support,2025-07-06 12:36:38.476169,2024-04-16 12:36:38.476169,25,Clsd,3.4,False,False,Junior,True,True,57.13,False
2186,7338,Wally,Signal Loss,Medium,-84.0,Kristin Kennedy,Billing,2026-01-03 12:36:38.476169,2024-12-18 12:36:38.476169,4,Closed,2.5,True,True,Expert,False,False,125.6,True
2187,8474,Hopper 3,Signal Loss,Critical,-97.0,Noah Cooley,Installation,2024-05-15 12:36:38.476169,2025-04-21 12:36:38.476169,69,On Hold,2.8,True,True,Expert,True,True,422.68,True
2188,9393,4K Joey,Installation,Low,-64.93720823798627,Nicholas Torres,Network Operations,2025-09-19 12:36:38.476169,2025-08-09 12:36:38.476169,68,In Progress,3.0,True,True,Senior,False,True,495.5,False
2189,8963,Outdoor Dish,Billing,Low,-73.0,Jennifer Mejia,Billing,2025-05-07 12:36:38.476169,2026-02-07 12:36:38.476169,12,In Progress,5.0,True,False,Junior,False,False,459.19,True
2190,7608,4K Joey,Installation,Critical,-94.0,Kevin Alvarez,Billing,2025-04-15 12:36:38.476169,2026-02-11 12:36:38.476169,5,Resolved,3.9,True,True,Junior,False,True,497.71,False
2191,4089,4K Joey,Upgrade,Medium,-64.93720823798627,Fernando Bradley,Sales,2024-12-08 12:36:38.476169,2024-11-13 12:36:38.476169,54,Closed,1.2,False,False,Junior,False,True,254.4,False
2192,9771,Wally,Hardware Failure,High,-67.0,Cameron Wilson,Network Operations,2024-03-15 12:36:38.476169,2025-01-23 12:36:38.476169,36,In Progress,1.8,False,False,Senior,True,True,149.06,True
2193,2159,Hopper 3,Signal Loss,Critical,-64.93720823798627,Vickie Martin,Billing,2024-03-18 12:36:38.476169,2025-11-07 12:36:38.476169,31,In Progress,1.6,True,False,Junior,False,False,366.07,False
2194,2172,Super Joey,Signal Loss,Critical,-53.0,Angela Mclaughlin,Equipment Support,2025-01-21 12:36:38.476169,2024-09-09 12:36:38.476169,43,On Hold,1.2,False,True,Junior,True,False,237.61,False
2195,4044,Hopper 2,Installation,Critical,-67.0,Phillip Ritter,Sales,2024-09-28 12:36:38.476169,2024-10-03 12:36:38.476169,36,Closed,3.9,False,False,Junior,True,False,397.92,False
2196,3610,4K Joey,Billing,Critical,-77.0,Doris Decker,Network Operations,2026-02-06 12:36:38.476169,2024-03-14 12:36:38.476169,10,In Progress,2.0,True,True,Senior,True,False,245.19,False
2197,12259,Super Joey,Upgrade,Medium,-84.0,Erica Elliott,Technical Support,2024-05-24 12:36:38.476169,2024-06-30 12:36:38.476169,71,Open,1.7,False,False,Junior,False,True,487.17,False
2198,8424,Hopper 3,Activation,Low,-30.0,Unassigned,Network Operations,2025-03-11 12:36:38.476169,2024-05-14 12:36:38.476169,21,In Progress,1.0,True,True,Expert,False,False,380.18,True
2199,3645,4K Joey,Hardware Failure,High,-65.0,Brooke Prince,Equipment Support,2024-11-21 12:36:38.476169,2025-05-01 12:36:38.476169,67,Resolved,1.1,True,True,Senior,True,True,43.46,True
2200,7886,Hopper 3,Installation,Medium,-59.0,John Marshall,Installation,2025-02-08 12:36:38.476169,2025-06-06 12:36:38.476169,18,Clsd,1.2,False,False,Junior,False,True,174.69,True
2201,7210,Joey,Cancellation,Low,-68.0,John Wilcox,Equipment Support,2024-07-27 12:36:38.476169,2025-05-16 12:36:38.476169,2,Closed,4.2,True,False,Senior,False,True,67.01,False
2202,7775,Super Joey,Billing,Medium,-56.0,Robin Ramirez,Technical Support,2024-05-16 12:36:38.476169,2024-09-01 12:36:38.476169,23,On Hold,1.6,True,True,Expert,True,True,332.64,False
2203,1359,Super Joey,Activation,Low,-71.0,Jenna Larson,Sales,2025-03-27 12:36:38.476169,2024-06-15 12:36:38.476169,30,On Hold,2.6,False,True,Expert,True,False,280.71,False
2204,8864,Joey,Cancellation,High,-61.0,Stephanie Nguyen,Installation,2025-11-07 12:36:38.476169,2024-08-21 12:36:38.476169,14,Clsd,3.8,False,False,Expert,False,False,87.98,False
2205,10604,Hopper 2,Billing,Medium,-82.0,Brandi Lynch,Equipment Support,2024-03-30 12:36:38.476169,2024-05-10 12:36:38.476169,23,In Progress,1.2,False,False,Expert,False,False,342.7,True
2206,1738,Hopper 3,Activation,Low,-81.0,Raymond Carter,Technical Support,2026-01-29 12:36:38.476169,2024-09-09 12:36:38.476169,41,Open,4.7,True,True,Senior,False,False,34.73,False
2207,4581,Super Joey,Activation,Critical,-77.0,Eric Gardner,Billing,2024-03-14 12:36:38.476169,2024-08-04 12:36:38.476169,8,Open,1.2,True,False,Junior,False,True,432.53,True
2208,3035,4K Joey,Installation,High,-82.0,Derrick Young,Technical Support,2024-12-20 12:36:38.476169,2025-10-09 12:36:38.476169,8,On Hold,1.9,False,False,Expert,True,False,91.55,True
2209,7620,4K Joey,Upgrade,Low,-40.0,Lisa Logan,Sales,2025-06-18 12:36:38.476169,2024-04-18 12:36:38.476169,23,In Progress,3.2,False,True,Senior,True,False,219.75,True
2210,8738,Joey,Remote Pairing,High,-50.0,Shirley Holmes,Network Operations,2025-06-04 12:36:38.476169,2025-04-23 12:36:38.476169,49,Open,4.8,True,True,Expert,True,False,182.68,True
2211,8224,Outdoor Dish,Hardware Failure,Critical,-80.0,Jennifer Owens,Equipment Support,2025-03-22 12:36:38.476169,2025-04-27 12:36:38.476169,18,Clsd,4.2,False,False,Senior,True,True,355.4,True
2212,8575,Wally,Signal Loss,Critical,-64.93720823798627,Cynthia Lara,Billing,2024-09-18 12:36:38.476169,2025-12-24 12:36:38.476169,11,Open,1.6,True,True,Senior,False,True,189.66,False
2213,2790,Hopper 2,Installation,High,-37.0,Amber Price,Network Operations,2026-01-05 12:36:38.476169,2025-11-03 12:36:38.476169,12,Closed,3.5,False,False,Junior,True,True,391.5,False
2214,12591,4K Joey,Upgrade,Low,-70.0,Doris Johnson,Technical Support,2024-05-31 12:36:38.476169,2024-03-26 12:36:38.476169,12,On Hold,4.2,True,True,Expert,False,True,422.77,False
2215,2647,Hopper 3,Installation,High,-95.0,Casey Boyd,Sales,2024-08-12 12:36:38.476169,2025-07-14 12:36:38.476169,57,On Hold,4.9,True,False,Junior,False,False,95.63,False
2216,11798,Hopper 2,Remote Pairing,Critical,-60.0,Miguel Summers,Sales,2026-03-11 12:36:38.476169,2025-02-18 12:36:38.476169,60,In Progress,3.9,True,True,Expert,False,True,440.02,False
2217,6130,Hopper 3,Upgrade,Medium,-81.0,Diana Brown,Technical Support,2025-11-25 12:36:38.476169,2024-09-04 12:36:38.476169,3,Clsd,3.3,False,True,Senior,False,False,345.42,False
2218,12940,Hopper 3,Billing,Critical,-35.0,Kimberly Wilson,Technical Support,2025-01-02 12:36:38.476169,2024-05-29 12:36:38.476169,35,Closed,3.3,False,False,Senior,False,False,216.27,False
2219,5259,Joey,Billing,High,-38.0,William Wilson,Equipment Support,2024-07-23 12:36:38.476169,2024-08-22 12:36:38.476169,66,Open,3.3,True,True,Senior,False,False,241.91,False
2220,7097,Outdoor Dish,Upgrade,Critical,-64.93720823798627,Jason Rowland,Equipment Support,2024-04-07 12:36:38.476169,2025-04-20 12:36:38.476169,62,In Progress,3.6,True,True,Expert,True,False,478.34,True
2221,7655,Wally,Signal Loss,Critical,-99.0,Charles Gallegos,Equipment Support,2024-06-28 12:36:38.476169,2025-09-15 12:36:38.476169,17,Resolved,3.0,False,True,Junior,False,True,433.42,True
2222,5589,Wally,Billing,High,-92.0,Peter Jenkins,Sales,2024-04-30 12:36:38.476169,2024-03-30 12:36:38.476169,69,Clsd,2.0,True,True,Junior,False,True,431.24,False
2223,12001,4K Joey,Upgrade,Medium,-80.0,Heidi Martinez,Sales,2025-06-01 12:36:38.476169,2026-02-10 12:36:38.476169,15,Resolved,3.8,False,True,Junior,False,False,492.6,True
2224,11555,Wally,Upgrade,High,-32.0,Johnny Barrett,Network Operations,2025-08-10 12:36:38.476169,2024-08-17 12:36:38.476169,2,In Progress,1.2,False,True,Junior,False,True,423.85,False
2225,3205,Super Joey,Cancellation,Medium,-64.93720823798627,Gregory Davis,Technical Support,2024-05-14 12:36:38.476169,2025-07-14 12:36:38.476169,49,On Hold,3.5,False,False,Senior,False,False,101.53,True
2226,8821,4K Joey,Hardware Failure,Low,-74.0,Carrie Pena,Equipment Support,2025-03-14 12:36:38.476169,2025-02-03 12:36:38.476169,44,In Progress,4.7,False,True,Junior,False,False,416.69,True
2227,8002,Hopper 2,Hardware Failure,Low,-64.93720823798627,Mr. Bernard Scott,Technical Support,2024-08-30 12:36:38.476169,2024-04-20 12:36:38.476169,8,Resolved,4.3,True,False,Senior,True,True,442.55,True
2228,4495,Outdoor Dish,Hardware Failure,Low,-51.0,Linda Jones,Billing,2024-12-21 12:36:38.476169,2026-01-05 12:36:38.476169,64,Closed,4.7,True,False,Senior,False,True,73.69,True
2229,4565,Joey,Signal Loss,Low,-64.93720823798627,Tracy Sutton,Installation,2025-01-05 12:36:38.476169,2025-08-04 12:36:38.476169,48,Closed,1.3,False,False,Junior,False,True,398.39,False
2230,3344,Wally,Remote Pairing,High,-94.0,Anne Gordon,Equipment Support,2024-08-28 12:36:38.476169,2024-06-21 12:36:38.476169,5,Closed,3.6,True,True,Junior,False,False,189.09,False
2231,1112,Hopper 3,Billing,High,-95.0,Christopher Gallegos Dds,Sales,2025-06-05 12:36:38.476169,2025-03-17 12:36:38.476169,18,Resolved,1.7,False,False,Junior,True,False,103.96,False
2232,11695,Hopper 3,Activation,Low,-40.0,Michael Lopez,Sales,2024-10-12 12:36:38.476169,2025-10-24 12:36:38.476169,58,Closed,1.6,True,False,Senior,False,True,4.88,False
2233,7505,4K Joey,Upgrade,Medium,-50.0,Ann Franklin,Network Operations,2024-06-14 12:36:38.476169,2024-12-28 12:36:38.476169,69,Clsd,3.0,True,False,Expert,False,True,226.41,False
2234,10449,Joey,Hardware Failure,Medium,-51.0,Timothy Flowers,Network Operations,2025-12-06 12:36:38.476169,2024-10-06 12:36:38.476169,69,Open,3.3,False,True,Junior,False,False,206.98,True
2235,6554,Hopper 3,Signal Loss,Critical,-76.0,Gregory Mills,Equipment Support,2024-12-14 12:36:38.476169,2024-09-11 12:36:38.476169,52,Closed,1.1,True,False,Junior,True,False,206.06,False
2236,1843,Hopper 2,Billing,Critical,-92.0,Donna Castillo,Sales,2025-08-04 12:36:38.476169,2024-04-03 12:36:38.476169,7,Open,4.7,False,True,Junior,True,False,212.78,True
2237,9940,4K Joey,Cancellation,Critical,-35.0,Casey Mitchell,Equipment Support,2025-12-28 12:36:38.476169,2024-10-19 12:36:38.476169,8,Resolved,2.6,False,False,Senior,False,False,89.31,True
2238,11614,Joey,Hardware Failure,Medium,-37.0,Walter Fletcher,Equipment Support,2024-11-09 12:36:38.476169,2025-01-27 12:36:38.476169,27,Clsd,2.8,True,True,Expert,False,False,229.76,True
2239,6330,Wally,Billing,Critical,-56.0,Kim White,Technical Support,2025-05-13 12:36:38.476169,2024-05-29 12:36:38.476169,70,Closed,3.3,False,True,Senior,True,False,270.75,False
2240,2902,4K Joey,Hardware Failure,Low,-85.0,Edward Camacho,Network Operations,2025-08-21 12:36:38.476169,2025-08-18 12:36:38.476169,41,Clsd,1.9,True,False,Senior,True,False,397.21,False
2241,10285,Wally,Cancellation,Medium,-53.0,Latoya Jackson,Network Operations,2026-03-12 12:36:38.476169,2025-08-09 12:36:38.476169,18,Resolved,2.7,False,True,Junior,False,False,415.57,True
2242,1314,Wally,Installation,High,-87.0,Krystal Allen Dvm,Network Operations,2024-10-30 12:36:38.476169,2025-06-20 12:36:38.476169,68,On Hold,3.2,True,True,Junior,False,False,98.31,False
2243,12760,4K Joey,Installation,High,-64.93720823798627,Patricia Sanders,Billing,2025-08-01 12:36:38.476169,2025-11-22 12:36:38.476169,39,Closed,2.3,False,True,Junior,False,False,327.31,False
2244,7083,Outdoor Dish,Installation,Critical,-72.0,Jennifer Huynh,Network Operations,2024-08-06 12:36:38.476169,2024-10-25 12:36:38.476169,66,Resolved,4.5,True,True,Junior,False,True,46.82,True
2245,8396,Super Joey,Signal Loss,Medium,-79.0,Don Mendoza,Equipment Support,2025-07-25 12:36:38.476169,2024-05-22 12:36:38.476169,58,Closed,3.2,True,False,Junior,True,True,180.4,True
2246,5306,4K Joey,Signal Loss,Low,-38.0,Linda Brewer,Sales,2025-10-28 12:36:38.476169,2024-04-20 12:36:38.476169,27,Resolved,3.9,False,False,Junior,True,False,169.44,False
