Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Status,Department,Technician_Assigned,Overall_Performance_Score,Performance_Tier,Created_Date,Resolution_Time_Hrs,Resolution_Efficiency,Issue_Resolution_Time,Signal_Quality,Reliability_Index,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Remote_Resolution_Attempted,Cost_Of_Resolution,Issue_Impact_Score
2145,10923,4K Joey,Remote Pairing,Critical,Open,Sales,Melissa White,58,Developing,2025-01-18 12:36:38.476169,28,High,Medium_72h,Poor,31,4.3,True,False,True,74.05,50
2146,5147,Hopper 3,Activation,Medium,In Progress,Sales,Jack Rojas,23,Developing,2025-12-21 12:36:38.476169,43,Low,Medium_72h,Good,28,1.2,True,False,False,316.31,50
2147,9797,4K Joey,Billing,Low,Open,Network Operations,Laura Lyons,52,Developing,2024-09-11 12:36:38.476169,62,Low,Medium_72h,Good,31,2.1,False,True,True,189.01,50
2148,1234,Joey,Signal Loss,Low,In Progress,Installation,Daniel Rodriguez,67,Developing,2025-12-24 12:36:38.476169,41,Low,Medium_72h,Excellent,31,3.1,True,True,False,149.39,50
2149,10790,Wally,Upgrade,Low,Open,Billing,John Davis,65,Developing,2025-02-10 12:36:38.476169,4,High,Critical_4h,Excellent,31,3.6,True,True,True,35.58,50
2150,3588,4K Joey,Billing,Critical,Clsd,Installation,Sabrina Myers Phd,41,Developing,2024-06-01 12:36:38.476169,20,High,High_24h,Good,31,3.3,True,False,False,458.13,50
2151,2725,Outdoor Dish,Cancellation,Low,Open,Network Operations,Stephanie Thompson,62,Developing,2024-09-17 12:36:38.476169,25,High,Medium_72h,Fair,30,1.4,True,True,False,109.13,50
2152,7195,Joey,Activation,Medium,On Hold,Equipment Support,Dorothy Sullivan,65,Developing,2025-08-11 12:36:38.476169,14,High,High_24h,Fair,31,1.1,False,True,True,74.91,50
2153,5853,4K Joey,Remote Pairing,Critical,In Progress,Technical Support,Ray Shaw,42,Developing,2024-10-25 12:36:38.476169,63,Low,Medium_72h,Fair,31,4.0,False,False,False,118.78,50
2154,1869,Wally,Cancellation,Critical,Open,Billing,Phillip Ray,47,Developing,2025-12-16 12:36:38.476169,70,Low,Medium_72h,Poor,31,1.9,False,True,True,199.88,50
2155,6015,Hopper 3,Cancellation,Low,In Progress,Installation,Thomas Arnold,40,Developing,2024-05-02 12:36:38.476169,2,High,Critical_4h,Excellent,28,1.4,True,False,True,270.32,50
2156,6683,Wally,Hardware Failure,Medium,Closed,Network Operations,Jeffrey Moore,58,Developing,2026-01-16 12:36:38.476169,9,High,High_24h,Poor,31,1.5,True,True,False,466.3,50
2157,7282,Joey,Billing,Critical,Closed,Network Operations,David Chaney,75,Proficient,2025-07-26 12:36:38.476169,19,High,High_24h,Fair,31,2.8,True,True,False,66.73,50
2158,4246,Outdoor Dish,Installation,Critical,Resolved,Network Operations,Kathleen Hart,74,Proficient,2025-09-23 12:36:38.476169,20,High,High_24h,Good,30,4.7,True,True,True,358.37,50
2159,2984,Outdoor Dish,Upgrade,Medium,Closed,Installation,Jerome Brown,73,Proficient,2025-02-11 12:36:38.476169,27,High,Medium_72h,Fair,30,4.7,False,True,False,490.6,50
2160,6886,4K Joey,Cancellation,Low,Closed,Sales,Eric Chen,55,Developing,2025-10-03 12:36:38.476169,14,High,High_24h,Excellent,31,3.4,True,False,False,92.54,50
2161,8632,Joey,Activation,Low,Clsd,Network Operations,Miguel Stephens,55,Developing,2024-09-02 12:36:38.476169,57,Low,Medium_72h,Poor,31,2.1,True,True,False,126.93,50
2162,1681,Joey,Remote Pairing,Low,Open,Equipment Support,Kelsey Hunter,45,Developing,2024-04-26 12:36:38.476169,32,High,Medium_72h,Good,31,3.7,True,False,False,303.18,50
2163,4529,4K Joey,Installation,High,Closed,Billing,David Jones,55,Developing,2025-08-08 12:36:38.476169,30,High,Medium_72h,Fair,31,3.6,False,True,False,296.42,50
2164,5645,Super Joey,Remote Pairing,Medium,Resolved,Equipment Support,Dr. Kenneth Carrillo,40,Developing,2026-02-08 12:36:38.476169,67,Low,Medium_72h,Poor,31,4.6,True,False,False,284.24,50
2165,3973,Super Joey,Upgrade,Low,Closed,Installation,Sharon Moore,79,Proficient,2025-09-20 12:36:38.476169,20,High,High_24h,Poor,31,4.4,False,True,True,318.92,50
2166,6429,Super Joey,Upgrade,High,Closed,Equipment Support,Michael Pruitt,68,Developing,2024-11-01 12:36:38.476169,35,High,Medium_72h,Poor,31,3.4,False,True,True,278.15,50
2167,11852,Wally,Billing,Critical,On Hold,Billing,Julie Dyer,72,Proficient,2026-01-11 12:36:38.476169,44,Low,Medium_72h,Good,31,4.2,False,True,True,202.24,50
2168,4806,Wally,Billing,Medium,Clsd,Installation,Michaela Ford,48,Developing,2024-05-30 12:36:38.476169,67,Low,Medium_72h,Excellent,31,3.0,False,True,True,459.99,50
2169,7689,Outdoor Dish,Signal Loss,High,Resolved,Equipment Support,Michael Smith,53,Developing,2025-11-25 12:36:38.476169,34,High,Medium_72h,Excellent,30,2.4,True,True,False,172.94,50
2170,11388,Outdoor Dish,Upgrade,Critical,Open,Installation,Mary Jordan,52,Developing,2024-09-05 12:36:38.476169,51,Low,Medium_72h,Fair,30,1.8,False,True,False,236.89,50
2171,10767,Super Joey,Installation,High,On Hold,Technical Support,Charles Oconnell,47,Developing,2024-08-03 12:36:38.476169,38,Low,Medium_72h,Good,31,4.8,True,False,True,410.31,50
2172,1587,Wally,Cancellation,Critical,Closed,Technical Support,Amanda Mills,58,Developing,2025-04-01 12:36:38.476169,46,Low,Medium_72h,Excellent,31,1.9,False,True,True,117.41,50
2173,4342,Wally,Activation,Low,Closed,Network Operations,Cynthia Thomas,81,Proficient,2024-07-15 12:36:38.476169,14,High,High_24h,Excellent,31,4.5,False,True,False,335.96,50
2174,10959,Joey,Billing,Low,Open,Equipment Support,Diane Flowers,23,Developing,2024-08-07 12:36:38.476169,54,Low,Medium_72h,Good,31,1.2,False,False,True,198.59,50
2175,7155,Hopper 3,Installation,Low,Closed,Sales,Frank Smith,72,Proficient,2024-08-27 12:36:38.476169,61,Low,Medium_72h,Excellent,28,4.6,False,True,False,96.38,50
2176,8910,Super Joey,Activation,Medium,Resolved,Billing,Sarah Mccormick,54,Developing,2026-02-16 12:36:38.476169,58,Low,Medium_72h,Good,31,1.6,True,True,True,35.92,50
2177,3070,Hopper 3,Installation,Low,Closed,Equipment Support,Kenneth Mann,38,Developing,2024-05-14 12:36:38.476169,30,High,Medium_72h,Good,28,3.4,False,False,True,477.31,50
2178,6665,Super Joey,Signal Loss,High,Resolved,Equipment Support,Keith Williams,57,Developing,2024-10-07 12:36:38.476169,13,High,High_24h,Fair,31,1.1,True,True,False,67.32,50
2179,2291,Wally,Installation,Low,Resolved,Equipment Support,Christopher Johnson,50,Developing,2025-05-03 12:36:38.476169,2,High,Critical_4h,Excellent,31,1.6,False,True,False,448.85,50
2180,2401,Hopper 3,Installation,Low,Closed,Installation,Dennis Leonard,30,Developing,2025-08-19 12:36:38.476169,45,Low,Medium_72h,Good,28,3.0,False,False,False,488.1,50
2181,12850,Hopper 3,Remote Pairing,Low,Closed,Installation,John Rogers Jr.,34,Developing,2025-08-29 12:36:38.476169,36,High,Medium_72h,Good,28,1.0,True,False,True,13.13,50
2182,2350,Wally,Cancellation,Low,Closed,Network Operations,Nancy Lee,57,Developing,2024-06-12 12:36:38.476169,5,High,High_24h,Excellent,31,1.0,False,True,False,420.03,50
2183,1705,Super Joey,Hardware Failure,Medium,In Progress,Sales,Herbert Moore,58,Developing,2025-02-08 12:36:38.476169,58,Low,Medium_72h,Fair,31,2.3,True,True,False,73.44,50
2184,1072,4K Joey,Billing,Low,Resolved,Billing,Jessica Ellis,37,Developing,2026-01-10 12:36:38.476169,55,Low,Medium_72h,Fair,31,4.0,True,False,False,371.23,50
2185,3254,4K Joey,Upgrade,Critical,Clsd,Technical Support,Jay Hurley,53,Developing,2025-07-06 12:36:38.476169,25,High,Medium_72h,Good,31,3.4,False,False,True,57.13,50
2186,7338,Wally,Signal Loss,Medium,Closed,Billing,Kristin Kennedy,77,Proficient,2026-01-03 12:36:38.476169,4,High,Critical_4h,Fair,31,2.5,True,True,False,125.6,50
2187,8474,Hopper 3,Signal Loss,Critical,On Hold,Installation,Noah Cooley,47,Developing,2024-05-15 12:36:38.476169,69,Low,Medium_72h,Poor,28,2.8,True,True,True,422.68,50
2188,9393,4K Joey,Installation,Low,In Progress,Network Operations,Nicholas Torres,47,Developing,2025-09-19 12:36:38.476169,68,Low,Medium_72h,Good,31,3.0,True,True,False,495.5,50
2189,8963,Outdoor Dish,Billing,Low,In Progress,Billing,Jennifer Mejia,56,Developing,2025-05-07 12:36:38.476169,12,High,High_24h,Fair,30,5.0,True,False,False,459.19,50
2190,7608,4K Joey,Installation,Critical,Resolved,Billing,Kevin Alvarez,75,Proficient,2025-04-15 12:36:38.476169,5,High,High_24h,Poor,31,3.9,True,True,False,497.71,50
2191,4089,4K Joey,Upgrade,Medium,Closed,Sales,Fernando Bradley,22,Developing,2024-12-08 12:36:38.476169,54,Low,Medium_72h,Good,31,1.2,False,False,False,254.4,50
2192,9771,Wally,Hardware Failure,High,In Progress,Network Operations,Cameron Wilson,35,Developing,2024-03-15 12:36:38.476169,36,High,Medium_72h,Good,31,1.8,False,False,True,149.06,50
2193,2159,Hopper 3,Signal Loss,Critical,In Progress,Billing,Vickie Martin,29,Developing,2024-03-18 12:36:38.476169,31,High,Medium_72h,Good,28,1.6,True,False,False,366.07,50
2194,2172,Super Joey,Signal Loss,Critical,On Hold,Equipment Support,Angela Mclaughlin,51,Developing,2025-01-21 12:36:38.476169,43,Low,Medium_72h,Good,31,1.2,False,True,True,237.61,50
2195,4044,Hopper 2,Installation,Critical,Closed,Sales,Phillip Ritter,42,Developing,2024-09-28 12:36:38.476169,36,High,Medium_72h,Good,32,3.9,False,False,True,397.92,50
2196,3610,4K Joey,Billing,Critical,In Progress,Network Operations,Doris Decker,68,Developing,2026-02-06 12:36:38.476169,10,High,High_24h,Fair,31,2.0,True,True,True,245.19,50
2197,12259,Super Joey,Upgrade,Medium,Open,Technical Support,Erica Elliott,12,Developing,2024-05-24 12:36:38.476169,71,Low,Medium_72h,Fair,31,1.7,False,False,False,487.17,50
2198,8424,Hopper 3,Activation,Low,In Progress,Network Operations,Unassigned,53,Developing,2025-03-11 12:36:38.476169,21,High,High_24h,Excellent,28,1.0,True,True,False,380.18,50
2199,3645,4K Joey,Hardware Failure,High,Resolved,Equipment Support,Brooke Prince,47,Developing,2024-11-21 12:36:38.476169,67,Low,Medium_72h,Good,31,1.1,True,True,True,43.46,50
2200,7886,Hopper 3,Installation,Medium,Clsd,Installation,John Marshall,36,Developing,2025-02-08 12:36:38.476169,18,High,High_24h,Good,28,1.2,False,False,False,174.69,50
2201,7210,Joey,Cancellation,Low,Closed,Equipment Support,John Wilcox,66,Developing,2024-07-27 12:36:38.476169,2,High,Critical_4h,Good,31,4.2,True,False,False,67.01,50
2202,7775,Super Joey,Billing,Medium,On Hold,Technical Support,Robin Ramirez,58,Developing,2024-05-16 12:36:38.476169,23,High,High_24h,Good,31,1.6,True,True,True,332.64,50
2203,1359,Super Joey,Activation,Low,On Hold,Sales,Jenna Larson,64,Developing,2025-03-27 12:36:38.476169,30,High,Medium_72h,Fair,31,2.6,False,True,True,280.71,50
2204,8864,Joey,Cancellation,High,Clsd,Installation,Stephanie Nguyen,58,Developing,2025-11-07 12:36:38.476169,14,High,High_24h,Good,31,3.8,False,False,False,87.98,50
2205,10604,Hopper 2,Billing,Medium,In Progress,Equipment Support,Brandi Lynch,30,Developing,2024-03-30 12:36:38.476169,23,High,High_24h,Fair,32,1.2,False,False,False,342.7,50
2206,1738,Hopper 3,Activation,Low,Open,Technical Support,Raymond Carter,82,Proficient,2026-01-29 12:36:38.476169,41,Low,Medium_72h,Fair,28,4.7,True,True,False,34.73,50
2207,4581,Super Joey,Activation,Critical,Open,Billing,Eric Gardner,32,Developing,2024-03-14 12:36:38.476169,8,High,High_24h,Fair,31,1.2,True,False,False,432.53,50
2208,3035,4K Joey,Installation,High,On Hold,Technical Support,Derrick Young,47,Developing,2024-12-20 12:36:38.476169,8,High,High_24h,Fair,31,1.9,False,False,True,91.55,50
2209,7620,4K Joey,Upgrade,Low,In Progress,Sales,Lisa Logan,72,Proficient,2025-06-18 12:36:38.476169,23,High,High_24h,Excellent,31,3.2,False,True,True,219.75,50
2210,8738,Joey,Remote Pairing,High,Open,Network Operations,Shirley Holmes,75,Proficient,2025-06-04 12:36:38.476169,49,Low,Medium_72h,Excellent,31,4.8,True,True,True,182.68,50
2211,8224,Outdoor Dish,Hardware Failure,Critical,Clsd,Equipment Support,Jennifer Owens,52,Developing,2025-03-22 12:36:38.476169,18,High,High_24h,Fair,30,4.2,False,False,True,355.4,50
2212,8575,Wally,Signal Loss,Critical,Open,Billing,Cynthia Lara,66,Developing,2024-09-18 12:36:38.476169,11,High,High_24h,Good,31,1.6,True,True,False,189.66,50
2213,2790,Hopper 2,Installation,High,Closed,Network Operations,Amber Price,48,Developing,2026-01-05 12:36:38.476169,12,High,High_24h,Excellent,32,3.5,False,False,True,391.5,50
2214,12591,4K Joey,Upgrade,Low,On Hold,Technical Support,Doris Johnson,77,Proficient,2024-05-31 12:36:38.476169,12,High,High_24h,Good,31,4.2,True,True,False,422.77,50
2215,2647,Hopper 3,Installation,High,On Hold,Sales,Casey Boyd,57,Developing,2024-08-12 12:36:38.476169,57,Low,Medium_72h,Poor,28,4.9,True,False,False,95.63,50
2216,11798,Hopper 2,Remote Pairing,Critical,In Progress,Sales,Miguel Summers,57,Developing,2026-03-11 12:36:38.476169,60,Low,Medium_72h,Good,32,3.9,True,True,False,440.02,50
2217,6130,Hopper 3,Upgrade,Medium,Clsd,Technical Support,Diana Brown,76,Proficient,2025-11-25 12:36:38.476169,3,High,Critical_4h,Fair,28,3.3,False,True,False,345.42,50
2218,12940,Hopper 3,Billing,Critical,Closed,Technical Support,Kimberly Wilson,66,Developing,2025-01-02 12:36:38.476169,35,High,Medium_72h,Excellent,28,3.3,False,False,False,216.27,50
2219,5259,Joey,Billing,High,Open,Equipment Support,William Wilson,65,Developing,2024-07-23 12:36:38.476169,66,Low,Medium_72h,Excellent,31,3.3,True,True,False,241.91,50
2220,7097,Outdoor Dish,Upgrade,Critical,In Progress,Equipment Support,Jason Rowland,54,Developing,2024-04-07 12:36:38.476169,62,Low,Medium_72h,Good,30,3.6,True,True,True,478.34,50
2221,7655,Wally,Signal Loss,Critical,Resolved,Equipment Support,Charles Gallegos,66,Developing,2024-06-28 12:36:38.476169,17,High,High_24h,Poor,31,3.0,False,True,False,433.42,50
2222,5589,Wally,Billing,High,Clsd,Sales,Peter Jenkins,41,Developing,2024-04-30 12:36:38.476169,69,Low,Medium_72h,Poor,31,2.0,True,True,False,431.24,50
2223,12001,4K Joey,Upgrade,Medium,Resolved,Sales,Heidi Martinez,71,Proficient,2025-06-01 12:36:38.476169,15,High,High_24h,Fair,31,3.8,False,True,False,492.6,50
2224,11555,Wally,Upgrade,High,In Progress,Network Operations,Johnny Barrett,59,Developing,2025-08-10 12:36:38.476169,2,High,Critical_4h,Excellent,31,1.2,False,True,False,423.85,50
2225,3205,Super Joey,Cancellation,Medium,On Hold,Technical Support,Gregory Davis,44,Developing,2024-05-14 12:36:38.476169,49,Low,Medium_72h,Good,31,3.5,False,False,False,101.53,50
2226,8821,4K Joey,Hardware Failure,Low,In Progress,Equipment Support,Carrie Pena,69,Developing,2025-03-14 12:36:38.476169,44,Low,Medium_72h,Fair,31,4.7,False,True,False,416.69,50
2227,8002,Hopper 2,Hardware Failure,Low,Resolved,Technical Support,Mr. Bernard Scott,53,Developing,2024-08-30 12:36:38.476169,8,High,High_24h,Good,32,4.3,True,False,True,442.55,50
2228,4495,Outdoor Dish,Hardware Failure,Low,Closed,Billing,Linda Jones,48,Developing,2024-12-21 12:36:38.476169,64,Low,Medium_72h,Good,30,4.7,True,False,False,73.69,50
2229,4565,Joey,Signal Loss,Low,Closed,Installation,Tracy Sutton,20,Developing,2025-01-05 12:36:38.476169,48,Low,Medium_72h,Good,31,1.3,False,False,False,398.39,50
2230,3344,Wally,Remote Pairing,High,Closed,Equipment Support,Anne Gordon,82,Proficient,2024-08-28 12:36:38.476169,5,High,High_24h,Poor,31,3.6,True,True,False,189.09,50
2231,1112,Hopper 3,Billing,High,Resolved,Sales,Christopher Gallegos Dds,42,Developing,2025-06-05 12:36:38.476169,18,High,High_24h,Poor,28,1.7,False,False,True,103.96,50
2232,11695,Hopper 3,Activation,Low,Closed,Sales,Michael Lopez,34,Developing,2024-10-12 12:36:38.476169,58,Low,Medium_72h,Excellent,28,1.6,True,False,False,4.88,50
2233,7505,4K Joey,Upgrade,Medium,Clsd,Network Operations,Ann Franklin,30,Developing,2024-06-14 12:36:38.476169,69,Low,Medium_72h,Excellent,31,3.0,True,False,False,226.41,50
2234,10449,Joey,Hardware Failure,Medium,Open,Network Operations,Timothy Flowers,57,Developing,2025-12-06 12:36:38.476169,69,Low,Medium_72h,Good,31,3.3,False,True,False,206.98,50
2235,6554,Hopper 3,Signal Loss,Critical,Closed,Equipment Support,Gregory Mills,23,Developing,2024-12-14 12:36:38.476169,52,Low,Medium_72h,Fair,28,1.1,True,False,True,206.06,50
2236,1843,Hopper 2,Billing,Critical,Open,Sales,Donna Castillo,88,Expert,2025-08-04 12:36:38.476169,7,High,High_24h,Poor,32,4.7,False,True,True,212.78,50
2237,9940,4K Joey,Cancellation,Critical,Resolved,Equipment Support,Casey Mitchell,52,Developing,2025-12-28 12:36:38.476169,8,High,High_24h,Excellent,31,2.6,False,False,False,89.31,50
2238,11614,Joey,Hardware Failure,Medium,Clsd,Equipment Support,Walter Fletcher,67,Developing,2024-11-09 12:36:38.476169,27,High,Medium_72h,Excellent,31,2.8,True,True,False,229.76,50
2239,6330,Wally,Billing,Critical,Closed,Technical Support,Kim White,55,Developing,2025-05-13 12:36:38.476169,70,Low,Medium_72h,Good,31,3.3,False,True,True,270.75,50
2240,2902,4K Joey,Hardware Failure,Low,Clsd,Network Operations,Edward Camacho,27,Developing,2025-08-21 12:36:38.476169,41,Low,Medium_72h,Fair,31,1.9,True,False,True,397.21,50
2241,10285,Wally,Cancellation,Medium,Resolved,Network Operations,Latoya Jackson,65,Developing,2026-03-12 12:36:38.476169,18,High,High_24h,Good,31,2.7,False,True,False,415.57,50
2242,1314,Wally,Installation,High,On Hold,Network Operations,Krystal Allen Dvm,60,Developing,2024-10-30 12:36:38.476169,68,Low,Medium_72h,Poor,31,3.2,True,True,False,98.31,50
2243,12760,4K Joey,Installation,High,Closed,Billing,Patricia Sanders,57,Developing,2025-08-01 12:36:38.476169,39,Low,Medium_72h,Good,31,2.3,False,True,False,327.31,50
2244,7083,Outdoor Dish,Installation,Critical,Resolved,Network Operations,Jennifer Huynh,72,Proficient,2024-08-06 12:36:38.476169,66,Low,Medium_72h,Fair,30,4.5,True,True,False,46.82,50
2245,8396,Super Joey,Signal Loss,Medium,Closed,Equipment Support,Don Mendoza,36,Developing,2025-07-25 12:36:38.476169,58,Low,Medium_72h,Fair,31,3.2,True,False,True,180.4,50
2246,5306,4K Joey,Signal Loss,Low,Resolved,Sales,Linda Brewer,52,Developing,2025-10-28 12:36:38.476169,27,High,Medium_72h,Excellent,31,3.9,False,False,True,169.44,50
2247,9516,Super Joey,Hardware Failure,High,Resolved,Equipment Support,Antonio Foley,64,Developing,2024-07-04 12:36:38.476169,10,High,High_24h,Excellent,31,1.3,False,True,True,218.12,50
2248,12839,Wally,Installation,Low,On Hold,Sales,Alejandro Heath,45,Developing,2024-03-18 12:36:38.476169,27,High,Medium_72h,Excellent,31,2.5,True,False,False,69.55,50
2249,7955,Joey,Installation,Low,Open,Network Operations,Timothy Miller,43,Developing,2024-06-01 12:36:38.476169,37,Low,Medium_72h,Poor,31,3.0,False,False,False,83.3,50
2250,3406,Outdoor Dish,Cancellation,Medium,Closed,Sales,Aaron Hanna,29,Developing,2024-05-24 12:36:38.476169,47,Low,Medium_72h,Excellent,30,2.1,False,False,True,304.33,50
2251,1357,Hopper 2,Remote Pairing,High,Clsd,Network Operations,Sean Bradley,47,Developing,2025-07-20 12:36:38.476169,17,High,High_24h,Fair,32,3.0,True,False,False,252.68,50
2252,2462,Super Joey,Cancellation,High,In Progress,Technical Support,Julia Bryan,67,Developing,2025-01-05 12:36:38.476169,52,Low,Medium_72h,Fair,31,4.5,False,True,False,366.18,50
2253,10259,Hopper 3,Billing,Critical,Clsd,Technical Support,Joshua Walker,31,Developing,2025-04-02 12:36:38.476169,26,High,Medium_72h,Poor,28,1.8,False,False,True,380.35,50
2254,8343,Super Joey,Remote Pairing,Medium,In Progress,Installation,Adam Olson,62,Developing,2025-12-18 12:36:38.476169,13,High,High_24h,Excellent,31,4.9,True,False,False,246.83,50
2255,5684,4K Joey,Activation,Critical,Resolved,Network Operations,Michael Michael,74,Proficient,2024-11-12 12:36:38.476169,23,High,High_24h,Good,31,3.3,False,True,False,174.86,50
2256,1150,Joey,Remote Pairing,Critical,Closed,Sales,Kyle Mcdonald,70,Proficient,2025-11-13 12:36:38.476169,41,Low,Medium_72h,Excellent,31,3.0,False,True,True,48.74,50
2257,11678,Super Joey,Cancellation,Low,Clsd,Network Operations,Tracie Gomez,53,Developing,2024-12-28 12:36:38.476169,18,High,High_24h,Excellent,31,1.2,False,True,False,469.73,50
2258,2164,Hopper 3,Cancellation,Medium,Open,Equipment Support,Kristopher Schneider,28,Developing,2024-04-17 12:36:38.476169,62,Low,Medium_72h,Good,28,2.0,True,False,True,117.29,50
2259,9633,Super Joey,Signal Loss,Low,Clsd,Technical Support,Mrs. Abigail Figueroa,46,Developing,2025-05-16 12:36:38.476169,29,High,Medium_72h,Poor,31,4.4,False,False,False,455.53,50
2260,1670,Hopper 3,Installation,Low,Open,Billing,George Sanchez,83,Proficient,2025-11-04 12:36:38.476169,3,High,Critical_4h,Excellent,28,4.3,True,True,True,348.73,50
2261,7114,Hopper 3,Remote Pairing,Medium,Open,Network Operations,Michael Ponce,50,Developing,2024-05-15 12:36:38.476169,24,High,High_24h,Good,28,3.2,False,False,False,113.14,50
